Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong,Abusive_Count,Abusive_Words
kau pernah  tolak sama kader pks  bro segitunya bacot lu nyinyir woles bro broken heart bkn berarti broken hope kan ntr tunggu gantipresiden baru lu bole patah hati massal barengan cebong sekolam,1,1,1,0,0,0,0,0,1,1,0,0,2,bacot cebong
mau menggembosi fpi ternyata kualitas kaum bloon nmemang cebong terlalu  terlaknat fitnahnya nsutradaranya kelas kotoran gembel,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong gembel
rt cebong  terus membela junjungannya walaupun   pencitraan  tipuan dri rezim anti islam,1,1,0,1,1,0,0,0,0,0,1,0,2,cebong rezim
  jwb dl pertanyaan gw  temen gw bilang debat or ksh pengertian sm cebong kacung  percuma krn dungunya sm ketulang rusuk bener apa betul ,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
betoll tadz keahlian cebong  tukang tipu cebong mah gitu goblok  ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo dunningkrugereffect,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong goblok
cebong pke seragam biar ga ketahuan eh makin kelihatan dungunya,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
sombong   cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong mah gitu bang acut komentar nomor wahid literasi tak valid dungu,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
hubahahaha goblok emang kecebong nlu ngetawain   tawain rekening lu bege xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,goblok
cebong doang tukang ngamuk,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
si mae mental wor nya keren  teel lama kelamaan minggat n nyungseb layani gw  cebong baru netes wkwkwkwk  modar mendadak xf x f x x d xf x f x x d xf x f x x d xf x f x x d,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong modar
rt kalau cebong  memuji prestasi nya presiden jokowi nkalau kampret  nyinyir kalau perlu pakai bumbu fitn xe x xa,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong kampret
anjirr cebong dungu belaga cool sok nasihatin pak,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
dijabarkan sempurna  percuma cebong gag  otaknya,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong kek loe tetap dongo abadi nasiiib nasib xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong otak buntu jutaan rakyat indonesia aja lu  bingung nyari pengganti jokowi,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
ana wong gek membagi bagikan kata kata motivasi kok malah dikon antraksi gendeng hina kafir cebong mbelek lancung seko mentok sing gek angkrem aaghr n njolodong,1,1,0,1,0,0,0,0,1,0,1,0,3,hina kafir cebong
mungkin kamu smakin bodoh pancasila uud tap mpr no  final pki terlarang kecebong gak usah rayu rayu presiden utk buat perpu,1,1,1,0,0,0,0,0,1,1,0,0,1,bodoh
hahahaha terus ko pikir lo pinter gitu berak sekebon ngakak dah sok iya banget padahal goblok  awal kebanyakan makan taik ahok lu pake ngeles sana sini  dasar cebong kapir intoleran sara munafik goblok hahahaha,1,1,1,0,1,0,0,0,0,1,0,0,5,berak goblok cebong munafik goblok
semua instansi internasional   cebong  kaum radikal xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
ketua cebong kirain pinter gataunya cuma modal link kik kik kik padahal katanya s lowh,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
rakyat indonesia jutaan nyari pengganti jokowi kok bingung otak buntu ni cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
mungut   tuh orang tampang cebong kok ngaku ulama muda,1,1,1,0,0,0,1,0,0,1,0,0,1,cebong
banyak nyerang wa  kira wa cebong,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
cebong kacung dungunya ampe  tulang rusuk,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
bani cebong jangan girang dulu,1,1,0,1,0,0,0,0,1,0,1,0,2,bani cebong
dasar cebong kalau diangkat malah mati,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
udah jaman pa anies   cebong  gini aja nmungkin akibat saham bir  hapus xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
emang  cebong  dungu url,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
loh bangsa cebong bangga kok  dirinya  dibikinkan kaos  logo segala  paham kalu kampret  mana emang   mengaku  bangga disebut ,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong kampret
duh disini  gak  berhenti mengucap cebong dongo  fakta bukti nya banyak xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hadeh si cebong ga  empati empatinya nih sama temen,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
repost  jokower ahoker sapi onta curut khilafah kecoa asu kampret pentol korek bumi datar otak micin dibalas cebong  turunannya bong ebong kolam butek mewek ngadu ama emak cemen amp cengeng loe ah bong,1,1,0,1,0,0,0,0,1,0,1,0,5,onta kampret cebong bong bong
celengnya tereak cebong tolol padahal celeng lbh dungu nih buktinya n n  ganti presiden yuk nsetuju bang tp siapa gantinya ntolol  nanya  cari dulu koplak no gitu  bang n nnah klo kt roc,1,1,0,1,0,0,0,0,1,0,1,0,4,cebong tolol celeng dungu
  lah cyinta dukung presiden nya permadani ali sera gak mungkin cebong  cuma kampreters syantik xf x f x x b xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
hahahha ketauan main medsos tp dungu dasar kecebong,1,1,1,0,0,0,0,0,1,1,0,0,1,dungu
jual bumn migas  energi utk brli freeport kira cukup gak bang kalo kurang jualan cebong aja cebong indonesia pinter  lucu xf x f x x xf x f x x xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
kalau cawapresnya hr baru gempar bani oposan penamaan baru  gan nggantiin cebong kampret critanya,1,1,0,1,0,0,0,0,1,0,1,0,3,bani cebong kampret
cebong dongokkkk,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
iya cebong  cina komunis cinta sama si jamban,1,1,1,0,0,1,0,0,0,1,0,0,3,cebong komunis jamban
cebong maennya gak pernah keluar dr kolam pak makanya gak tau udah jgn  tanggepin ntar cebong laen pd nongol dr dasar kolam buteknya,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
cebong  bani bumi datar,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong bani
karna cebong bukan ahli bully ahli bully  gerombolan kampret panik  skrg blm menemukan sosok pas pengganti jokowi nitu artinya jokowi wajib periode,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong kampret
kampret nih si jimmy loe dapet duit  niru ulama ulama malah loe goblog in loe goblog bin bahlul mendingan loe copot tuh atribut palsu loe ganti seragam cebong loe bakalan mati sengsara  adzab sama allah aamiin n loe liat aje ,1,1,1,0,0,0,0,0,1,1,0,0,2,kampret cebong
mang  ktp  tulisan cebong mas ente butuh perhatian  kasih sayang sih,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
 sombongkan situ kampret cebong mah rendah hati  rajin mengaji xf x f x x d xf x f x x d xf x f x x d,1,1,1,0,0,0,0,0,1,1,0,0,2,kampret cebong
perut buncit  bukan  kebanyakan tidur cebong mana ngerti,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebonger mana nih junjungannya mau ditembak kok  tiarap apa   satu habitat makanya  bisu berjamaah,1,1,0,1,0,0,1,0,0,0,1,0,1,bisu
gerombolan cebong  ngumpet kayak  sembur air,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kalo jilat si jokowi munafik baru  cebong   mingkem,1,1,1,0,0,0,0,0,1,1,0,0,2,munafik cebong
aku sih berharap  cebong  demo  melaporkan atas dugaan penistaan agama  biar dunia meliat gerombolan org dungu slama  bersembunyi didumay  diketiak penguasa surambray,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
corong congor cebong nbiadab,1,1,0,1,0,0,0,0,1,0,1,0,2,congor cebong
cebong mana ngerti koplak koplak,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
xf x f x x xf x f x x xf x f x x dr kmrn sdh terbagak liat kebodohan km kok panas gmn sdh  blg klo berkata keadaan sendiri  pd org   ulang dungu btl cebong  xf x f x x xf x f x x xf x f x x xf x,1,1,1,0,0,0,0,0,1,1,0,0,2,dungu cebong
 suka pencitraan dulu laris sekarang   piala citra versi kecebong sekolam nartinya  pencari makan  hidup  hasil penjilatan  master kecebong ntidak peduli walaupun master cebong goblok sekolam,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong goblok
gue rakyat indonesia sukarela memberantas cebong komunis,1,1,0,1,0,1,0,0,0,0,0,1,2,cebong komunis
psti g brni nongol krn udah kthuan belangnya klopun  psti kata cebong mrk kluarin krn mrk khbisan kata n g tau mau ngomong apa nsukses bt kpk,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
acting nya murahan jadi gg laku  pasaran cebong   dungu nya permanen hahahaa kebnyakan minum air kencing bagong tumpul tuh otak,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
cebong  is kepalanya isi perutmya prof,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
 bukan golongan cebong  kaum kampret kayak dirimu xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong kampret
bang bong bang bong lupa  udah hampir tahun presidenmu  kelompok cebong udah th nikmati kemajuan pembangunan cebong   keturunan onta wn jasirah sana,1,1,1,0,0,0,0,0,1,1,0,0,5,bong bong cebong cebong onta
dasar ulama cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong gk kan ngerti ginian notak cuma aksesoris  kepala nya n gantipresiden,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kecebong bajingan,1,1,0,1,0,0,0,0,1,0,1,0,1,bajingan
 ngeles mulu bukanya lo cebong kapir haha otak gak nyampe salah nangkep kalimat ngata in islam kebanyakan ngeles nih cebong kapir intoleran sara munafik pemakan taik ahok peminum rendeman kolor oplos kencing onta hahaha,1,1,1,0,1,0,0,0,0,1,0,0,4,cebong cebong munafik onta
 bukan akun ketum andre lu cebong penyusup homo kampret,1,1,1,0,0,0,0,1,0,1,0,0,3,cebong homo kampret
hihihihi ciri khasnya cebong kacung klo udh dongok  gini neh xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dongok
semua daerah bukannya udh menyuarakan gantipresiden  kampung cebong  xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kecebong banyak bacot utang numpuk  bolang bagus infrastruktur cuma  bilang selesai smua bandara   akui cebong lu kebangetan ,1,1,0,1,0,0,0,0,1,0,1,0,2,bacot cebong
catet satu cebong kader komunis indonesia,1,1,1,0,0,1,0,0,0,1,0,0,2,cebong komunis
cebong kalo liat duit pura budek  n menolaklupa liatbudek url,1,1,0,1,0,0,1,0,0,0,1,0,2,cebong budek
semoga besok jadi rb kg  bani cebong merasakan pahit nya  segera sadar,1,1,0,1,0,0,0,0,1,0,1,0,2,bani cebong
iya tp  islam mengusik tp namanya  cebong gak rese gak asik xf x f xa xaa xf x f xa xaa xf x f xa xaa,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
kalau merasa kitab kalian  nista laporkan apa hubungannya  demo waspadai cebong kafir ngaku ngaku islam,1,1,0,1,1,0,0,0,0,0,1,0,3,nista cebong kafir
pesan sy tangkap  cebong liberal anti islam  njangan gunakan islam  berpolitik pisahkanlah agama  politik n nitu strategi basi ala o,1,1,0,1,1,0,0,0,0,0,1,0,1,cebong
suara orang mati koq masi dipakai buat legitimasi dasar rezim cebong dungu,1,1,0,1,0,0,0,0,1,0,1,0,3,rezim cebong dungu
si cebong  kebanyakan makan tahi jokowi  baru sadar kl  jokowi  mengumumkan indonesia dirubah menjadi indochina,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
begitulah media yahudi antek dajjal penjilat klo ga menggoreng issu  kelaparan semangat trs bang jonru abaikan cebong sakit otak,1,1,0,1,1,0,0,0,0,0,1,0,2,antek cebong
ibu  wanita wanita   jadi ibu goblok keahlian cebong  tukang tipu cebong mah gitu goblok  ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo dun,1,1,0,1,0,0,0,0,1,0,1,0,4,goblok cebong cebong goblok
rt mas cebong  kolam istana   idup udh sekarat  pd mati iq sekolam cebong,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong cebong
 upload medianya cebong  feeder cebong  komen cebong kapan loe jadi kodok klo loe cebong terus,1,1,0,1,0,0,0,0,1,0,1,0,4,cebong cebong cebong cebong
lah    awal gak  berargumen ngomongin kacung nyambung  cebong kan goblok n nente cari dulu arti kacung baru nyambung ,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong goblok
ulama cebong wajah suram,1,1,1,0,0,0,1,0,0,1,0,0,1,cebong
mau nanya bang  lambang telor cebong bukan xf x f x xad xf x f x xad xf x f x xad,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
cebong tolol emang kayak lu cuman klontang klantung ngandalin nyebarin hoax  fitnah baru dpt nasi bungkus kalo tolol jgn diliatin dimuka umum malu maluin bong wkkw wk wk,1,1,1,0,0,0,0,0,1,1,0,0,4,cebong tolol tolol bong
bong cebong kapan kalian  pinter hadehhh,1,1,0,1,0,0,0,0,1,0,1,0,2,bong cebong
 lo emosi pe a dasar cebong xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
palsunya keliatan banget dasar cebong noraaa,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
mana suaranya cebong nkeluar kolam dunk dunk dunk xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
lo  sama kaya temen lo si johny kadut suka ngambil gambar buat nyinyir  tau   mana   xf x f x x ncebong kebiasaan kunyah hoax xf x f x x d,0,0,0,0,0,0,0,0,0,0,0,0,0,
mulut jamban bani taplak bani serbet cebongers taikers sumbu pendek iq jongkok   banyak   benar benar familier ditelinga n nlalu siapa sebenarnya  memulai n nentahlah  kalo  menghentikan istilah cebong  kampret,1,1,0,1,0,0,0,0,1,0,1,0,7,jamban bani taplak bani serbet cebong kampret
krn cebong tdk akn mengakui pria lajang  lulusan si sastra sbg profesor krn utk disebut profesor ank smp  tau hrs melalui strata pnddikan lg stlh si  jwb an knp cebong lbh cerdas  bani kamfret,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong bani
pantas   kecebong benci sama pak kivlan  pak prabowo,1,0,0,1,0,0,0,0,1,0,1,0,0,
 duanya bukan cebong,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
dasar mentri  cebong ganti presiden  ganti mentri agama sontoloyo munafikun,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong sontoloyo
lucu    lo salah rumah dsni bukan rumah penjilat sono jilat junjungan lo dasar cebong ahaha,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
nama cantik mu tak seiring hati busuk mu ngaku ber agama  kelakuan lebih bagus penyembah berhala dasar apa kau sebut  cebong tunjukkan ayat  kitab suci mu adakah manusia  disebut cebong otak mu dangkal berkedok agama tpi kelakuan se,1,1,1,0,1,0,0,0,0,1,0,0,2,cebong cebong
kalau  thailand  celeng  indonesia  cebong  kampret,1,1,0,1,0,0,0,0,1,0,1,0,3,celeng cebong kampret
cebong emg  selalu minta data xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
curut cebong kaum takfiri  ternyata xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
 goblok untung ane cebong happy bukan dungu versi gerung gerung xf x f x x xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,3,goblok cebong dungu
halah cebong bani taplak ahok ga mau remisi aja smp sgtunya  cipinang dong penjaranya n nadek sayang ga semua orang berani ngadepin hukum dr awal even  hasilnya dy bersalah  engga ga usah pura bego ga perlu diingetin siapa kabur a,1,1,0,1,0,0,0,0,1,0,1,0,4,cebong bani taplak bego
bener bebel nih cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong yah cebong kamfrettt yah kaum   cuma nyinyir kaum pemalas,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
cebong aja ngada bikin meme  penista agama lu puja,1,1,0,1,1,0,0,0,0,0,1,0,1,cebong
klo pengen mensyen gw  genepin dulu follower loe  bong loe mensyen gw  ras masuk kakus g  waktu buat cebong dungu berfollower dijit,1,1,1,0,0,0,0,0,1,1,0,0,3,bong cebong dungu
biasa lah prof kaum kambing bengek   beda dikit dibilang cebong ngakak wes,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
miris sekarnag  apa  imporr cangkul aja impor keahlian cebong  tukang tipu cebong mah gitu goblok  ketulungan plonga plongo mengakibatkan optimisme berlebihan gantipresiden plongaplongo dunningkrugereffect,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong goblok
ayo pak polisi tangkap  usir si raja kodok komunis  istana     cebong cina komunis menghancurkan nkri,1,1,0,1,0,1,0,0,0,0,0,1,3,komunis cebong komunis
bank kena virus cebong nblangsak,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
semua  cebong  waktunya xf x f x x d xf x f x x d xf x f x x d n tetapjokowi n jokowi periode n jokowibersamaulama,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
kalo  cebong gak dungu dunia  kiamat bro,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong dungu
 liatin aja cacing sarden sma cebong lgi nyari dukungan  ulama,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
 situlah  adilnya kelen negra republik cebong   hoax maaih  kejar,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
kebut infrastruktur biar dianggap satu satunya presiden bapak pembangunan maunya ratusan infrastruktur analisa tak terukur kerja ngawur ekonomi hancur kalo ngomong ngelantur pas mukidi keliru cebong tidur sama penista agama akur r,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
emang otak loe bersih cebong dungu xf x f x x xf x f x x xf x f x x nbau got  xf x f x x xf x f x x xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
 mantan penyanyi cilik  gembrot n jelek banget   klu  salah eh ternyata gedenya jadi cebong  kasian deh kamu bakalan kagak   milih calon sj sombong jelas orang kagak pernah sujud tenggelamkan,1,1,1,0,0,0,1,0,0,0,0,1,2,gembrot cebong
cc kaum bumi datar sumbu pendek cebong cebong kampret  teman temannya xf x f x x a url,1,1,0,1,0,0,0,0,1,0,1,0,3,cebong cebong kampret
 sdh terdesak  kehancuran kampret kian melemah dn terdegedrasinya elektabilitas junjungannya lalu mohon istilah cebong dn kampret  tdk diteruskan distop aja ndsr kampret nkrn kepepet nakibatnya mencret nlalu minta,0,1,0,0,0,0,0,0,0,0,0,0,4,kampret cebong kampret kampret
duh cebong ngemeng apa lo gak nyambung,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong dongo tetap aja dongo abadi xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x xf x f x x x,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong dongok dah kalah malah gila,1,1,0,1,0,0,1,0,0,0,1,0,3,cebong dongok gila
rt lihat kelakuan trio cebong brengsek  kalau ketemu orang  kalian mau apakan twip url,0,1,0,0,0,0,0,0,0,0,0,0,1,cebong
kata cebong dolar naik ga ngaruh matamu picek gantipresiden,1,1,1,0,0,0,1,0,0,1,0,0,2,cebong picek
bani  sumbu alias taplak alias cebong mulai berkerumun xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,3,bani taplak cebong
bkn keren lgi namanya  gubernur indonesia presiden karang ja ga da bilang presiden indonesia presiden cebong baru banyak bilang wkwkwkk,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong bloon gub aceh  partai pengusungnya pdip,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
makanya cebong ber iq sekolam  gak  bedain fakta  provokasi gak  bedain fakta dgn fitnah,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
tgb jadi cebong ngkgkgk nulama cebong,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong cebong
mck micin cebong kampret,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong kampret
betul setuju gw bosan muak  ma kelakuan cebong nyinyirnya kebangetan,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
ah bukanya  selalu gagal paham si kecebong dongo,1,0,1,0,0,0,0,0,1,1,0,0,0,
cebong kan otak nya cuma sak upil,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
  lah mnggiring opini presiden lama mnang periode kalau lawannya prabowo sbnrnya meluluskan periode jd hati walaupun mrka bkn cebong tp mrka adlh agen ganda,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
macam cebong   ladenin    jawab jg percuma krn  sndr nyinyir istilah cebong hahaha kan  sdh bilang tanya  ama pak bagaimana kejadian sbnrny,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong cebong
emang loe siapa cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong koplak muke lo kyk pantat kodok,1,1,1,0,0,0,1,0,0,1,0,0,2,cebong pantat
jangan memframing  kitab suci  milik umat islam  umat mau demo nyalahain rocky trus cebong leyeh  nonton demo  tipi banyak sekali jenis kitab suci busuk,1,1,1,0,1,0,0,0,0,1,0,0,1,cebong
alhamdulillah akhirnya lo nyadar klw cebong pinter  lucu beda banget sama kamfret goblog  beringas n wekawekaweka xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
goblok kk kecebong ngakunya pancasila nkri  otak  hatinya komunis katanya rezim anti korupsi tp dlm minggu kali ott kpk,1,1,0,1,0,1,0,0,0,0,1,0,3,goblok komunis rezim
xe x x clagi ngetren  thailand cebong mana ngerti xe x x d n nsotoy banget nih lumpur idup,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
cebong terancam musnah cc,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
baguslah   bangga  sebutan cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
goblok main lah kmall jngan dikolam terus lo kata pakan ayam ga beli bong  semua import  beli nya pakai kurs dollar susah klo ngajak cebong debad soal dollar,1,1,1,0,0,0,0,0,1,1,0,0,3,goblok bong cebong
kaum radikal  bani kecebong pengikut mukidi amp penista agama sedang jualan ayat politik  mesjid,1,1,0,1,1,0,0,0,0,0,1,0,1,bani
gpp kotor sekotornya kalo buat cebong saah aja gantipresiden presidenbaru asalbukanjokowi,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
jangan kebnyakan ngopi om apa  top coffe  kayak iwan fals nyg awalnya cerdas berubah jadi cebong xixixix,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
sontoloyo ncebong mendem aja sono,1,1,1,0,0,0,0,0,1,1,0,0,1,sontoloyo
bantuan  hutang beda tong cebong dungu atuh mah xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dungu
cebong g sunat nih pergi loe  septictank ahok,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
 bang fh ngetuit cebong lgsg ngumpul nspt lampu petromax  kolam xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
banyak cebong stres disini xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
orang gila aja   percaya klo kelas langsung ditelan cebong kan g punya otak,1,1,0,1,0,0,0,0,1,0,1,0,2,gila cebong
 cebong dongok sensi  mas xf x f x x,1,1,1,0,0,0,0,0,1,1,0,0,2,cebong dongok
wkwkwk dasar cebong  melarang selama  mnjabat kalo anis kan smntara wkwkwkkw,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
jangan  menegur org ngomong cebong kampret nkalau berani tegur tuh nyg ngomong kutil babi jokodok nuser,1,1,1,0,0,0,0,0,1,1,0,0,3,cebong kampret babi
wkwkwk tergerus iq nya gara cebong,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
cebong rata sama gobloknya dgn xf x f x x xf x f x x xf x f x x,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
maklum cebong daya ingatnya separo,1,1,0,1,0,0,0,0,1,0,1,0,1,cebong
siapa  pemilihnya kalau bukan cebong,1,1,1,0,0,0,0,0,1,1,0,0,1,cebong
gak sudi rakyat punya presiden jongos kacung cina  cuma presidennya cebong cina aja,1,1,1,0,0,1,0,0,0,1,0,0,1,cebong
lihat fakta dong brosing peringkat partai korup juaranya pdip nkalo  oknum muslim korupsi cebong gembira  koar kalo  oknum non muslim korupsi cebong mingkem sebenarnya kalian benc,1,1,0,1,0,0,0,0,1,0,1,0,2,cebong cebong
terima kasih pak jokowi   bekerja memberi manfaat kpd rakyat n nttd ncebong somplak,1,0,1,0,0,0,0,0,1,1,0,0,0,
